No,Ticker,Company Name,Sector,Sparkline,Price,Change%,Change,PriceOpen,High,Low,ClosePrev,Gap_Pct,Gap_Flag,Volume,Vol_Avg,Vol_Ratio,Vol_Flag,Daily_Range_Pct,Vol_Level,MarketCap,PE,PE_Grade,EPS,Beta,52W High,52W Low,Dist to 52W High,Dist_52W_Low,52W_Range_Pct,Range_Signal,MA20,MA50,MA200,Support,Breakout,Reversal,BSJP,Signal,Trend,Score,Score v2,Rank,Final_Signal,SL_Practical,TP_Target,RR_Ratio,ATR14,ATR %,RSI14,RSI Signal,Status,Volume_Flag,Liquidity_Score,Momentum_Score,ARA_Score,ARA_Dist_Pct,ARA_Stage,Gap_Score,Last Update,Clean Ticker
,IDX:KDSI,Kedawung Setia Industrial Tbk.,Industrials,,430,0,0,,,,430,-100,⬇️ GAP DOWN,0,23857,0,NORMAL,,—,696600000000,23.61,PREMIUM,18.21,,550,392,-21.81818182,9.69,24.05,🟡 LOWER HALF,440.1428571,444.7096774,449.9379845,411.6,,,🟡 HOLD,HOLD,SIDEWAYS,32,20.03,⚠️ AVOID,❌ AVOID,426.8,470,—,,,,,🟢 ACTIVE,📉 LOW,,,1/24/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,KDSI
,IDX:KDTN,Puri Sentul Permai Tbk.,Property & Real Estate,,730,-1.35,-10,740,740,655,740,0,➡️ FLAT OPEN,142900,1061540,0.13,NORMAL,11.64,🌋 VERY HIGH,912516790000,231.67,OVERVALUED,3.15,,1870,105,-60.96256684,595.24,35.41,🟡 LOWER HALF,741.7857143,825.483871,960.4754098,110.25,,,🟡 HOLD,REDUCE,SIDEWAYS,22,29.22,⚠️ AVOID,✅ CONFIRM BUY,723.62,876,—,,,72.36,,🟢 ACTIVE,📉 LOW,,,2/5/1900 0:00:00,1/20/1900 2:24:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,KDTN
,IDX:KEEN,Kencana Energi Lestari Tbk.,Energy,,850,0.59,5,850,860,845,850,0,➡️ FLAT OPEN,2867200,9105940,0.31,NORMAL,1.76,💤 LOW,3134696760000,23.91,PREMIUM,35.55,,1490,710,-42.95302013,18.31,16.67,🟡 LOWER HALF,818.5714286,855.483871,970.5426357,745.5,,,🟡 HOLD,BUY,SIDEWAYS,38,31.01,🔥 Watchlist,❌ AVOID,796.69,1020,3.19,,,,,🟢 ACTIVE,📉 LOW,,,1/15/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KEEN
,IDX:KEJU,Mulia Boga Raya Tbk.,Consumer Non-Cyclicals,,540,-0.92,-5,540,550,535,545,-0.92,➡️ FLAT OPEN,208200,602383,0.35,NORMAL,2.78,💤 LOW,3037500000000,16.92,FAIR,31.92,,835,498,-35.32934132,10.44,15.43,🟡 LOWER HALF,593.2142857,577.2580645,588.1395349,522.9,,,🟡 HOLD,REDUCE,SIDEWAYS,22,25.05,⚠️ AVOID,❌ AVOID,576.18,637,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/19/1900 16:48:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,KEJU
,IDX:KETR,Ketrosden Triasmitra Tbk.,Infrastructure,,550,0.91,5,550,565,545,550,0,➡️ FLAT OPEN,8109800,61484720,0.13,NORMAL,3.64,NORMAL,1576900965000,9.44,CHEAP,58.8,,1595,193,-65.51724138,184.97,25.46,🟡 LOWER HALF,552.8571429,565.9032258,678.0078125,202.65,,,🟡 HOLD,BUY,SIDEWAYS,36,38.09,🔥 Watchlist,➖ NEUTRAL,542.55,660,—,,,,,🟢 ACTIVE,📉 LOW,,,1/5/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KETR
,IDX:KIAS,Keramika Indonesia Assosiasi T,Industrials,,21,0,0,,,,21,-100,⬇️ GAP DOWN,0,,,ILLIQUID,,—,313511100000,,—,-0.67,,22,17,-4.545454545,23.53,80,🟠 UPPER ZONE,,,,17.85,,,🟡 HOLD,HOLD,SIDEWAYS,38,10.37,⚠️ AVOID,➖ NEUTRAL,19.53,21,0,,,,,🟢 ACTIVE,🔥 EXTREME,,,2/23/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,KIAS
,IDX:KICI,Kedaung Indah Can Tbk,Industrials,,182,1.08,2,185,187,182,185,0,➡️ FLAT OPEN,13800,659090,0.02,NORMAL,2.75,💤 LOW,51612000000,,—,-21.31,,370,106,-50.81081081,73.58,29.55,🟡 LOWER HALF,180.0714286,197.8387097,211.875969,111.3,,,🟡 HOLD,BUY,SIDEWAYS,44,33.39,🔥 Watchlist,❌ AVOID,176.09,218,6.09,,,,,🟢 ACTIVE,📉 LOW,,,1/15/1900 0:00:00,1/26/1900 2:24:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KICI
,IDX:KIJA,Kawasan Industri Jababeka Tbk.,Property & Real Estate,,121,0,-1,122,122,120,121,0.83,➡️ FLAT OPEN,4723600,84808413,0.06,NORMAL,1.65,💤 LOW,2519811690000,5.65,CHEAP,21.24,,364,105,-66.75824176,14.29,5.79,🟢 NEAR BOTTOM,118.0714286,139.1290323,194.2325581,110.25,,,🟡 HOLD,HOLD,SIDEWAYS,45,42.06,🔥 Watchlist,➖ NEUTRAL,114.85,145,3.9,,,,,🟢 ACTIVE,📉 LOW,,,1/12/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KIJA
,IDX:KING,Hoffmen Cleanindo Tbk.,Industrials,,338,-6.11,-30,360,396,326,360,0,➡️ FLAT OPEN,592700,1979233,0.3,NORMAL,20.71,🌋 VERY HIGH,879763976000,159.47,OVERVALUED,2.16,,565,188,-40.17699115,98.94,49.34,⚡ MID ZONE,412.2857143,453.3333333,280.0762712,197.4,,,🟡 HOLD,SELL,DOWN,22,13.43,⚠️ AVOID,❌ AVOID,405.46,406,,,,,,🟢 ACTIVE,📉 LOW,,,1/21/1900 0:00:00,1/23/1900 21:36:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,KING
,IDX:KINO,Kino Indonesia Tbk.,Consumer Non-Cyclicals,,1150,-1.29,-15,1165,1165,1120,1165,0,➡️ FLAT OPEN,1500,23293,0.06,NORMAL,3.91,NORMAL,1642856650000,10.71,FAIR,107.35,,1470,1010,-21.76870748,13.86,30.43,🟡 LOWER HALF,1104.285714,1114.677419,1210.542636,1060.5,,,🟡 HOLD,REDUCE,SIDEWAYS,45,17.09,⚠️ AVOID,✅ CONFIRM BUY,1077.02,1256,1.45,,,,,🟢 ACTIVE,📉 LOW,,,2/1/1900 0:00:00,1/20/1900 0:00:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,KINO
,IDX:KIOS,Kioson Komersial Indonesia Tbk,Technology,,92,4.35,6,92,98,89,92,0,➡️ FLAT OPEN,19461800,27811947,0.7,NORMAL,9.78,🌋 VERY HIGH,103282752000,81.26,OVERVALUED,1.14,,290,50,-68.27586207,88,18.33,🟡 LOWER HALF,79.57142857,89.06451613,120.7217391,52.5,,,🟡 HOLD,STRONG_BUY,UP,42,48.27,🔥 Watchlist,❌ AVOID,87.42,110,3.93,,,,,🟢 ACTIVE,📉 LOW,,,2/10/1900 0:00:00,1/24/1900 21:36:00,🟢 EARLY,➖ FLAT,2026-06-24 10:17:31,KIOS
,IDX:KJEN,Krida Jaringan Nusantara Tbk.,Transportation & Logistics,,114,0,1,114,116,113,113,0.88,➡️ FLAT OPEN,585600,33729510,0.02,NORMAL,2.63,💤 LOW,57000000000,3180.8,—,0.04,,336,94,-66.07142857,19.15,7.44,🟢 NEAR BOTTOM,116.2857143,138.6129032,163.4573643,98.7,,,🟡 HOLD,HOLD,SIDEWAYS,22,41.28,🔥 Watchlist,❌ AVOID,116.92,137,,,,,,🟢 ACTIVE,📉 LOW,,,1/2/1900 0:00:00,1/24/1900 7:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KJEN
,IDX:KKES,Kusuma Kemindo Sentosa Tbk.,Basic Materials,,44,7.32,3,,,44,41,-100,⬇️ GAP DOWN,45100,6264337,0.01,NORMAL,,—,66000000000,53.1,OVERVALUED,0.83,,52,22,-15.38461538,90.91,66.67,⚡ MID ZONE,40.85714286,42.25806452,36,23.1,,,🟡 HOLD,STRONG_BUY,UP,52,27.33,⚠️ AVOID,➖ NEUTRAL,40.22,47,0.79,,,,,🟢 ACTIVE,📉 LOW,,,2/28/1900 0:00:00,1/19/1900 12:00:00,🟡 MOMENTUM,📉 GAP DOWN,2026-06-24 10:17:31,KKES
,IDX:KKGI,Resource Alam Indonesia Tbk.,Energy,,278,0,-2,280,282,278,280,0,➡️ FLAT OPEN,165600,2091907,0.08,NORMAL,1.44,💤 LOW,1390000000000,26.25,PREMIUM,10.66,,428,202,-35.04672897,36.63,32.74,🟡 LOWER HALF,267.4285714,284.9032258,323.1937984,212.1,,,🟡 HOLD,HOLD,SIDEWAYS,45,24.79,⚠️ AVOID,❌ AVOID,260.99,328,2.94,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/19/1900 14:24:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KKGI
,IDX:KLAS,Pelayaran Kurnia Lautan Semest,Transportation & Logistics,,69,1.47,1,69,70,68,68,1.47,➡️ FLAT OPEN,177000,42310627,0,NORMAL,2.9,💤 LOW,251464635000,12.24,FAIR,5.63,,187,51,-63.10160428,37.25,13.97,🟢 NEAR BOTTOM,66.07142857,72.87096774,94.01550388,53.55,,,🟡 HOLD,BUY,SIDEWAYS,40,41.88,🔥 Watchlist,✅ CONFIRM BUY,65.1,83,3.59,,,,,🟢 ACTIVE,📉 LOW,,,1/30/1900 0:00:00,1/23/1900 19:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KLAS
,IDX:KLBF,Kalbe Farma Tbk.,Healthcare,,765,0.66,5,760,785,750,760,0,➡️ FLAT OPEN,32684300,91931720,0.36,NORMAL,4.58,NORMAL,35812243350000,9.6,CHEAP,79.66,,1595,630,-52.03761755,19.84,12.95,🟢 NEAR BOTTOM,715,782.4193548,1014.302326,661.5,,,🟡 HOLD,BUY,SIDEWAYS,44,35.57,🔥 Watchlist,✅ CONFIRM BUY,702.15,918,2.43,,,,,🟢 ACTIVE,📉 LOW,,,1/27/1900 0:00:00,1/18/1900 12:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KLBF
,IDX:KLIN,Klinko Karya Imaji Tbk.,Consumer Non-Cyclicals,,101,-0.98,-1,102,105,101,102,0,➡️ FLAT OPEN,10200,101873,0.1,NORMAL,3.96,NORMAL,132060530000,,—,-3.33,,204,91,-50.49019608,12.09,9.73,🟢 NEAR BOTTOM,104.0714286,118.2903226,152.8604651,95.55,,,🟡 HOLD,REDUCE,SIDEWAYS,18,32.29,🔥 Watchlist,❌ AVOID,101.91,121,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/25/1900 16:48:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,KLIN
,IDX:KMDS,Kurniamitra Duta Sentosa Tbk.,Consumer Non-Cyclicals,,545,0,0,545,545,545,545,0,➡️ FLAT OPEN,3900,127347,0.03,NORMAL,0,💤 LOW,436000000000,7.94,CHEAP,68.61,,750,500,-27.33333333,8,16,🟡 LOWER HALF,529.2857143,543.8709677,611.5503876,525,,,🟡 HOLD,HOLD,SIDEWAYS,45,22.84,⚠️ AVOID,✅ CONFIRM BUY,513.41,613,2.15,,,,,🟢 ACTIVE,📉 LOW,,,2/1/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KMDS
,IDX:KMTR,Kirana Megatara Tbk.,Basic Materials,,222,-0.89,-2,226,226,222,224,0.89,➡️ FLAT OPEN,3700,149507,0.02,NORMAL,1.8,💤 LOW,1856672942000,31.08,PREMIUM,7.14,,410,200,-45.85365854,11,10.48,🟢 NEAR BOTTOM,229.1428571,236.0645161,263.7054264,210,,,🟡 HOLD,REDUCE,SIDEWAYS,19,30.16,🔥 Watchlist,❌ AVOID,223.49,266,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/19/1900 16:48:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,KMTR
,IDX:KOBX,Kobexindo Tractors Tbk.,Industrials,,146,0.69,1,145,150,144,145,0,➡️ FLAT OPEN,377200,9855380,0.04,NORMAL,4.11,NORMAL,329512500000,,—,-57.06,,290,129,-49.65517241,13.95,11.18,🟢 NEAR BOTTOM,147.0714286,162.3870968,172.6124031,135.45,,,🟡 HOLD,BUY,SIDEWAYS,23,35.04,🔥 Watchlist,✅ CONFIRM BUY,143.69,175,—,,,,,🟢 ACTIVE,📉 LOW,,,1/17/1900 0:00:00,1/24/1900 9:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KOBX
,IDX:KOCI,Kokoh Exa Nusantara Tbk.,Industrials,,97,3.16,2,95,104,93,95,0,➡️ FLAT OPEN,26244700,39055110,0.67,NORMAL,11.34,🌋 VERY HIGH,428872608000,29.67,PREMIUM,3.24,,280,50,-65.35714286,92,20,🟡 LOWER HALF,86.64285714,100.6129032,122.2479339,52.5,,,🟡 HOLD,STRONG_BUY,UP,41,44.15,🔥 Watchlist,✅ CONFIRM BUY,89.28,116,2.46,,,,,🟢 ACTIVE,📉 LOW,,,2/17/1900 0:00:00,1/23/1900 9:36:00,🟢 EARLY,➖ FLAT,2026-06-24 10:17:31,KOCI
,IDX:KOIN,Kokoh Inti Arebama Tbk,Industrials,,70,0,0,,70,70,70,-100,⬇️ GAP DOWN,3700,19510,0.19,NORMAL,0,💤 LOW,68659059000,,—,-5.43,,110,60,-36.36363636,16.67,20,🟡 LOWER HALF,73.35714286,77,83.63565891,63,,,🟡 HOLD,HOLD,SIDEWAYS,18,26.75,⚠️ AVOID,➖ NEUTRAL,71.71,83,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,KOIN
,IDX:KOKA,Koka Indonesia Tbk.,Industrials,,96,-2.08,0,96,97,93,96,0,➡️ FLAT OPEN,712000,10402300,0.07,NORMAL,4.17,NORMAL,268965302000,,—,-9.68,,490,64,-80.40816327,50,7.51,🟢 NEAR BOTTOM,99.07142857,122,205.7054264,67.2,,,🟡 HOLD,SELL,DOWN,16,42.71,🔥 Watchlist,❌ AVOID,97.19,115,,,,,,🟢 ACTIVE,📉 LOW,,,1/2/1900 0:00:00,1/24/1900 21:36:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,KOKA
,IDX:KONI,Perdana Bangun Pusaka Tbk,Property & Real Estate,,2840,2.19,60,2850,2930,2790,2740,4.01,⬆️ GAP UP,7500,118367,0.06,NORMAL,4.93,NORMAL,873600000000,39.33,OVERVALUED,71.19,,3910,1145,-27.3657289,137.55,56.96,⚡ MID ZONE,2607.142857,2688.387097,2202.109375,1202.25,,,🟡 HOLD,STRONG_BUY,UP,47,22.09,⚠️ AVOID,➖ NEUTRAL,2543.99,3193,1.19,,,,,🟢 ACTIVE,📉 LOW,,,1/26/1900 0:00:00,1/16/1900 2:24:00,🟢 EARLY,📈 GAP UP,2026-06-24 10:17:31,KONI
,IDX:KOPI,Mitra Energi Persada Tbk.,Energy,,195,0.51,-1,196,197,189,196,0,➡️ FLAT OPEN,193500,1778270,0.11,NORMAL,4.1,NORMAL,135967026000,132.44,OVERVALUED,1.49,,406,125,-51.97044335,58.4,25.98,🟡 LOWER HALF,177.1428571,202.516129,258.9612403,131.25,,,🟡 HOLD,BUY,SIDEWAYS,42,33.42,🔥 Watchlist,➖ NEUTRAL,184.14,234,3.59,,,,,🟢 ACTIVE,📉 LOW,,,1/15/1900 0:00:00,1/25/1900 7:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KOPI
,IDX:KOTA,DMS Propertindo Tbk.,Property & Real Estate,,98,-2,-2,101,103,97,100,1,➡️ FLAT OPEN,43037400,558700773,0.08,NORMAL,6.12,🔥 HIGH,1033525640000,19.56,FAIR,5.01,,174,14,-43.67816092,600,52.5,⚡ MID ZONE,91.42857143,112,76.234375,14.7,,,🟡 HOLD,REDUCE,SIDEWAYS,43,19.27,⚠️ AVOID,❌ AVOID,91.14,118,2.92,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/26/1900 9:36:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,KOTA
,IDX:KPIG,MNC Tourism Indonesia Tbk.,Consumer Cyclicals,,81,-2.44,-2,83,83,79,82,1.22,➡️ FLAT OPEN,4149300,75982733,0.05,NORMAL,4.94,NORMAL,8692336800000,10.41,FAIR,7.68,,300,72,-73,11.11,3.51,🟢 NEAR BOTTOM,85.21428571,93.58064516,136.1317829,75.6,,,🟡 HOLD,SELL,DOWN,22,40.51,🔥 Watchlist,❌ AVOID,82.97,97,,,,,,🟢 ACTIVE,📉 LOW,,,1/2/1900 0:00:00,1/25/1900 19:12:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,KPIG
,IDX:KRAS,Krakatau Steel (Persero) Tbk.,Basic Materials,,202,1.98,4,204,212,202,202,0.99,➡️ FLAT OPEN,5911500,7168187,0.82,NORMAL,4.95,NORMAL,3985356340000,0.59,CHEAP,342.17,,436,160,-53.66972477,26.25,15.22,🟡 LOWER HALF,194.8571429,225.1612903,308.5271318,168,,,🟡 HOLD,BUY,SIDEWAYS,47,38.72,🔥 Watchlist,➖ NEUTRAL,189.8,242,3.28,,,,,🟢 ACTIVE,📉 LOW,,,1/15/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KRAS
,IDX:KREN,Quantum Clovera Investama Tbk.,Financials,,12,0,0,12,12,12,12,0,➡️ FLAT OPEN,14463400,18663437,0.77,NORMAL,0,💤 LOW,218501520000,,—,-8.66,,37,8,-67.56756757,50,13.79,🟢 NEAR BOTTOM,12.57142857,14.16129032,18.50387597,8.4,,,🟡 HOLD,HOLD,SIDEWAYS,24,40.45,🔥 Watchlist,➖ NEUTRAL,12.42,14,,,,53.38,,🟢 ACTIVE,📉 LOW,,,1/2/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KREN
,IDX:KRYA,Bangun Karya Perkasa Jaya Tbk.,Industrials,,56,1.79,2,57,58,56,56,1.79,➡️ FLAT OPEN,3307200,158101377,0.02,NORMAL,3.57,NORMAL,93180808000,,—,-43.8,,324,50,-82.71604938,16,2.92,🟢 NEAR BOTTOM,56.92857143,63.80645161,99.11627907,52.5,,,🔵 BUY,BUY,SIDEWAYS,22,53.87,⭐ Strong Buy,➖ NEUTRAL,55.48,67,—,,,,,🟢 ACTIVE,📉 LOW,,,1/10/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,KRYA
,IDX:KSIX,Kentanix Supra International T,Consumer Cyclicals,,360,-2.7,-10,360,370,360,370,-2.7,➡️ FLAT OPEN,10900,138973,0.08,NORMAL,2.78,💤 LOW,769619160000,66.49,OVERVALUED,5.41,,456,191,-21.05263158,93.58,65.06,⚡ MID ZONE,349.8571429,340.9677419,360.496124,200.55,,,🟡 HOLD,SELL,DOWN,47,10.43,⚠️ AVOID,❌ AVOID,337.82,392,1.44,,,,,🟢 ACTIVE,📉 LOW,,,1/14/1900 0:00:00,1/21/1900 4:48:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,KSIX
,IDX:KUAS,Ace Oldfields Tbk.,Industrials,,94,4.4,4,91,100,91,91,0,➡️ FLAT OPEN,23041400,53800273,0.43,NORMAL,9.57,🌋 VERY HIGH,121523858000,12.48,FAIR,7.53,,186,50,-49.46236559,82,30.15,🟡 LOWER HALF,90.64285714,98.41935484,93.33333333,52.5,,,🟡 HOLD,STRONG_BUY,UP,53,38.85,🔥 Watchlist,➖ NEUTRAL,89.82,113,4.55,,,,,🟢 ACTIVE,📉 LOW,,,2/2/1900 0:00:00,1/22/1900 12:00:00,🟢 EARLY,➖ FLAT,2026-06-24 10:17:31,KUAS
,IDX:LABA,Green Power Group Tbk.,Energy,,94,-3.09,-3,98,99,94,97,1.03,➡️ FLAT OPEN,1841500,27768800,0.07,NORMAL,5.32,🔥 HIGH,101512984000,126.76,OVERVALUED,0.74,,366,64,-74.31693989,50,10.6,🟢 NEAR BOTTOM,87.21428571,99.35483871,131.0465116,67.2,,,🟡 HOLD,SELL,DOWN,29,37.79,🔥 Watchlist,✅ CONFIRM BUY,89.28,113,4.03,,,,,🟢 ACTIVE,📉 LOW,,,1/27/1900 0:00:00,1/27/1900 4:48:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,LABA
,IDX:LABS,UBC Medical Indonesia Tbk.,Healthcare,,143,-0.69,-1,144,145,143,144,0,➡️ FLAT OPEN,102600,14393487,0.01,NORMAL,1.4,💤 LOW,564850000000,46.81,OVERVALUED,3.06,,260,120,-45,19.17,16.43,🟡 LOWER HALF,141.4285714,151.9032258,147.5426357,126,,,🟡 HOLD,REDUCE,SIDEWAYS,30,29.51,⚠️ AVOID,❌ AVOID,136.9,172,4.75,,,,,🟢 ACTIVE,📉 LOW,,,1/9/1900 0:00:00,1/25/1900 9:36:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,LABS
,IDX:LAJU,Jasa Berdikari Logistics Tbk.,Transportation & Logistics,,67,-2.9,-1,69,71,65,69,0,➡️ FLAT OPEN,29316600,45360380,0.65,NORMAL,8.96,🌋 VERY HIGH,144046114000,16.43,FAIR,4.08,,129,50,-48.0620155,36,22.78,🟡 LOWER HALF,58.92857143,67.4516129,78.80620155,52.5,,,🟡 HOLD,SELL,DOWN,46,25.69,⚠️ AVOID,✅ CONFIRM BUY,63.24,80,3.46,,,,,🟢 ACTIVE,📉 LOW,,,2/4/1900 0:00:00,1/27/1900 2:24:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,LAJU
,IDX:LAND,Trimitra Propertindo Tbk.,Property & Real Estate,,54,0,0,55,56,54,55,0,➡️ FLAT OPEN,3134500,50917037,0.06,NORMAL,3.7,NORMAL,150801426000,74.36,OVERVALUED,0.74,,121,19,-55.37190083,184.21,34.31,🟡 LOWER HALF,54.28571429,68.19354839,63.89922481,19.95,,,🟡 HOLD,HOLD,SIDEWAYS,27,31.2,🔥 Watchlist,❌ AVOID,53.03,65,—,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/26/1900 7:12:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,LAND
,IDX:LAPD,Leyand International Tbk.,Energy,,62,0,0,62,62,59,61,1.64,➡️ FLAT OPEN,2720900,42815390,0.06,NORMAL,4.84,NORMAL,245913700000,,—,-1.67,,360,22,-82.77777778,177.27,11.54,🟢 NEAR BOTTOM,60.5,71,111.6356589,23.1,,,🟡 HOLD,HOLD,SIDEWAYS,36,44.94,🔥 Watchlist,❌ AVOID,59.11,74,4.15,,,,,🟢 ACTIVE,📉 LOW,,,1/12/1900 0:00:00,1/23/1900 16:48:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,LAPD
,IDX:LCGP,Eureka Prima Jakarta Tbk.,Property & Real Estate,,114,0,0,,,,114,-100,⬇️ GAP DOWN,0,,,ILLIQUID,,—,,,—,,,117,113,-2.564102564,0.88,25,🟡 LOWER HALF,,,,118.65,,,🟡 HOLD,HOLD,SIDEWAYS,38,11.19,⚠️ AVOID,➖ NEUTRAL,106.02,115,0.13,,,,,🟢 ACTIVE,🔥 EXTREME,,,2/23/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,📉 GAP DOWN,2026-06-24 10:17:31,LCGP
,IDX:LCKM,LCK Global Kedaton Tbk.,Industrials,,116,0,0,116,119,115,116,0,➡️ FLAT OPEN,2561100,160445913,0.02,NORMAL,3.45,NORMAL,117000000000,596.36,—,0.2,,440,81,-73.63636364,43.21,9.75,🟢 NEAR BOTTOM,115.1428571,121.9354839,189.5193798,85.05,,,🟡 HOLD,HOLD,SIDEWAYS,36,43.8,🔥 Watchlist,❌ AVOID,111.81,139,5.49,,,,,🟢 ACTIVE,📉 LOW,,,1/12/1900 0:00:00,1/24/1900 21:36:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,LCKM
,IDX:LEAD,Logindo Samudramakmur Tbk.,Transportation & Logistics,,117,-5.04,-5,127,142,114,119,6.72,⬆️ GAP UP,510744400,30733600,16.62,NORMAL,23.93,🌋 VERY HIGH,678554955000,3.81,CHEAP,30.22,,252,69,-53.57142857,56.52,21.31,🟡 LOWER HALF,93.21428571,105.7096774,131.4789916,72.45,,,🟡 HOLD,SELL,DOWN,66,22.6,⚠️ AVOID,✅ CONFIRM BUY,100.44,140,1.39,,,,,🟢 ACTIVE,🔥 EXTREME,,,4/4/1900 0:00:00,1/26/1900 4:48:00,⬇️ RED,⚡ STRONG GAP,2026-06-24 10:17:31,LEAD
,IDX:LFLO,Imago Mulia Persada Tbk.,Consumer Cyclicals,,585,-4.88,-30,610,650,585,615,-0.81,➡️ FLAT OPEN,44600,111793,0.4,NORMAL,11.11,🌋 VERY HIGH,745408950000,36.45,OVERVALUED,15.64,,905,220,-35.35911602,190,53.9,⚡ MID ZONE,499.6428571,516.483871,590.9379845,231,,,🟡 HOLD,SELL,DOWN,37,11.68,⚠️ AVOID,✅ CONFIRM BUY,539.4,691,2.32,,,,,🟢 ACTIVE,📉 LOW,,,2/15/1900 0:00:00,1/22/1900 21:36:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,LFLO
,IDX:LIFE,MSIG Life Insurance Indonesia,Financials,,5825,-2.92,-175,5825,5825,5825,6000,-2.92,➡️ FLAT OPEN,100,6033,0.02,NORMAL,0,💤 LOW,12232500000000,44.34,OVERVALUED,131.36,,17100,5500,-65.93567251,5,2.37,🟢 NEAR BOTTOM,6021.428571,6395.833333,7451.181102,5775,,,🟡 HOLD,SELL,DOWN,16,36.57,🔥 Watchlist,❌ AVOID,5849.1,6990,,,,,,🟢 ACTIVE,📉 LOW,,,12/30/1899 0:00:00,1/18/1900 2:24:00,⬇️ RED,➖ FLAT,2026-06-24 10:17:31,LIFE
,IDX:LINK,Link Net Tbk.,Infrastructure,,1460,0,-10,1505,1580,1430,1460,3.08,⬆️ GAP UP,10900,66483,0.16,NORMAL,10.27,🌋 VERY HIGH,4180264700000,,—,-556.24,,5300,935,-72.45283019,67.91,14.55,🟢 NEAR BOTTOM,1340.357143,1398.064516,2446.627907,981.75,,,🟡 HOLD,HOLD,SIDEWAYS,36,42.63,🔥 Watchlist,✅ CONFIRM BUY,1460.1,1752,,,,,,🟢 ACTIVE,📉 LOW,,,2/18/1900 0:00:00,1/19/1900 0:00:00,⚪ PRE,📈 GAP UP,2026-06-24 10:17:31,LINK
,IDX:LION,Lion Metal Works Tbk.,Industrials,,320,0.63,2,326,356,320,318,2.52,➡️ FLAT OPEN,67700,81313,0.83,NORMAL,11.25,🌋 VERY HIGH,166451200000,,—,-44.11,,950,278,-66.31578947,29.5,12.2,🟢 NEAR BOTTOM,329,365.483871,421.7421875,291.9,,,🟡 HOLD,BUY,SIDEWAYS,25,43.11,🔥 Watchlist,✅ CONFIRM BUY,334.8,384,,,,,,🟢 ACTIVE,📉 LOW,,,2/3/1900 0:00:00,1/18/1900 12:00:00,⚪ PRE,➖ FLAT,2026-06-24 10:17:31,LION
